"Year","Species","Gear","Metric Tons","Pounds","$"
"1950","FINFISHES, UNC GENERAL","Troll & Hand Lines Cmb","              32.9","          72,600","           4,834"
"1950","FINFISHES, UNC GENERAL","Brail Or Scoop","               0.1","             300","              45"
"1950","FLATFISH","Encircling Nets (Purse)","               0.7","           1,500","              78"
"1950","FLATFISH","Trawls, Unspecified","             752.3","       1,658,600","          71,825"
"1950","FLATFISH","Pots And Traps, Other","               0.0","             100","               5"
"1950","FLATFISH","Entangling Nets (Gill) Unspc","               0.7","           1,600","             126"
"1950","FLATFISH","Troll & Hand Lines Cmb","              28.0","          61,700","           4,823"
"1950","FLYINGFISHES","Entangling Nets (Gill) Unspc","              27.5","          60,700","           4,815"
"1950","GROUPERS","Troll & Hand Lines Cmb","             134.4","         296,400","          55,886"
"1950","HAKE, PACIFIC (WHITING)","Trawls, Unspecified","               0.2","             500","               5"
"1950","HALIBUT, CALIFORNIA","Encircling Nets (Purse)","               1.7","           3,700","             790"
"1950","HALIBUT, CALIFORNIA","Trawls, Unspecified","             135.1","         297,900","          59,596"
"1950","HALIBUT, CALIFORNIA","Entangling Nets (Gill) Unspc","             326.9","         720,600","         149,449"
"1950","HALIBUT, CALIFORNIA","Troll & Hand Lines Cmb","              32.0","          70,500","          14,787"
"1950","HALIBUT, PACIFIC","Trawls, Unspecified","              47.2","         104,100","          20,510"
"1950","HALIBUT, PACIFIC","Troll & Hand Lines Cmb","              44.4","          97,800","          26,083"
"1950","HERRING, PACIFIC","Encircling Nets (Purse)","             577.7","       1,273,700","          14,755"
"1950","HERRING, PACIFIC","Entangling Nets (Gill) Unspc","              68.8","         151,700","           1,752"
"1950","JACK MACKEREL","Encircling Nets (Purse)","          60,429.4","     133,222,600","       2,571,237"
"1950","JACK MACKEREL","Trawls, Unspecified","               0.0","             100","               1"
"1950","JACK MACKEREL","Entangling Nets (Gill) Unspc","               0.6","           1,300","              25"
"1950","JACK MACKEREL","Troll & Hand Lines Cmb","               9.8","          21,700","             411"
"1950","JACK MACKEREL","Brail Or Scoop","               4.5","          10,000","             195"
"1950","LINGCOD","Trawls, Unspecified","             625.0","       1,377,800","          93,714"
"1950","LINGCOD","Pots And Traps, Other","               0.8","           1,700","             113"
"1950","LINGCOD","Entangling Nets (Gill) Unspc","               0.7","           1,600","             112"
"1950","LINGCOD","Troll & Hand Lines Cmb","             241.7","         532,900","          41,015"
"1950","LOBSTER, CALIFORNIA SPINY","Pots And Traps, Other","             414.6","         914,100","         289,244"
"1950","LOBSTER, CALIFORNIA SPINY","Entangling Nets (Gill) Unspc","               8.8","          19,400","           6,822"
"1950","MACKEREL (SCOMBER)","Encircling Nets (Purse)","           8,469.2","      18,671,100","         451,407"
"1950","MACKEREL (SCOMBER)","Entangling Nets (Gill) Unspc","              18.4","          40,500","           1,105"
"1950","MACKEREL (SCOMBER)","Troll & Hand Lines Cmb","             162.9","         359,200","          11,991"
"1950","MACKEREL (SCOMBER)","Brail Or Scoop","           6,159.5","      13,579,200","         329,976"
"1950","MACKEREL, SPANISH","Entangling Nets (Gill) Unspc","               0.2","             500","              31"
"1950","MACKEREL, SPANISH","Troll & Hand Lines Cmb","               1.7","           3,800","             337"
"1950","MULLET, STRIPED (LIZA)","Entangling Nets (Gill) Unspc","             108.6","         239,400","          17,382"
"1950","MUSSEL, CALIFORNIA","Rakes, Other","               0.1","             300","             109"
"1950","OCTOPUS","Trawls, Unspecified","              16.1","          35,500","           1,880"
"1950","OCTOPUS","Pots And Traps, Other","               8.3","          18,300","           1,898"
"1950","OCTOPUS","Entangling Nets (Gill) Unspc","               0.1","             200","              12"
"1950","OCTOPUS","Troll & Hand Lines Cmb","               2.5","           5,600","             444"
"1950","OYSTER, EASTERN","Combined Gears","               7.4","          16,400","          16,134"
"1950","OYSTER, OLYMPIA","Combined Gears","               2.0","           4,300","           4,770"
"1950","OYSTER, PACIFIC","Combined Gears","               8.1","          17,900","          15,250"
"1950","POMPANO, PACIFIC","Encircling Nets (Purse)","              82.9","         182,800","          47,451"
"1950","POMPANO, PACIFIC","Trawls, Unspecified","               0.4","             900","             247"
"1950","ROCK BASSES, PACIFIC","Encircling Nets (Purse)","               0.1","             200","              16"
"1950","ROCK BASSES, PACIFIC","Pots And Traps, Other","              13.1","          28,900","           4,198"
"1950","ROCK BASSES, PACIFIC","Entangling Nets (Gill) Unspc","               0.8","           1,800","             201"
"1950","ROCK BASSES, PACIFIC","Troll & Hand Lines Cmb","              77.3","         170,400","          23,827"
"1950","ROCK BASSES, PACIFIC","Brail Or Scoop","               0.7","           1,500","             235"
"1950","ROCKFISHES","Encircling Nets (Purse)","               0.2","             400","              33"
"1950","ROCKFISHES","Trawls, Unspecified","           2,075.1","       4,574,800","         153,256"
"1950","ROCKFISHES","Entangling Nets (Gill) Unspc","               0.5","           1,000","              83"
"1950","ROCKFISHES","Troll & Hand Lines Cmb","           1,603.1","       3,534,100","         255,453"
"1950","SABLEFISH","Trawls, Unspecified","             234.9","         517,800","          39,147"
"1950","SABLEFISH","Troll & Hand Lines Cmb","             483.6","       1,066,200","          51,313"
"1950","SALMON, CHINOOK","Entangling Nets (Gill) Unspc","             547.6","       1,207,300","         291,685"
"1950","SALMON, CHINOOK","Troll & Hand Lines Cmb","           2,658.6","       5,861,100","       1,572,489"
"1950","SARDINE, PACIFIC","Encircling Nets (Purse)","         324,104.9","     714,521,700","      12,140,320"
"1950","SARDINE, PACIFIC","Trawls, Unspecified","               0.0","             100","               2"
"1950","SCULPINS","Encircling Nets (Purse)","               0.0","             100","              21"
"1950","SCULPINS","Trawls, Unspecified","               0.8","           1,700","             132"
"1950","SCULPINS","Pots And Traps, Other","               0.9","           2,000","             354"
"1950","SCULPINS","Entangling Nets (Gill) Unspc","               0.0","             100","              21"
"1950","SCULPINS","Troll & Hand Lines Cmb","              61.5","         135,600","          23,266"
"1950","SEA BASS, GIANT","Encircling Nets (Purse)","               0.6","           1,400","             234"
"1950","SEA BASS, GIANT","Trawls, Unspecified","               0.1","             200","              27"
"1950","SEA BASS, GIANT","Entangling Nets (Gill) Unspc","               3.4","           7,400","           1,087"
"1950","SEA BASS, GIANT","Troll & Hand Lines Cmb","              64.3","         141,800","          22,269"
"1950","SEABASS, WHITE","Encircling Nets (Purse)","              58.2","         128,400","          31,243"
"1950","SEABASS, WHITE","Trawls, Unspecified","               0.4","             800","             147"
"1950","SEABASS, WHITE","Entangling Nets (Gill) Unspc","             598.9","       1,320,300","         273,137"
"1950","SEABASS, WHITE","Troll & Hand Lines Cmb","              37.1","          81,800","          17,045"
"1950","SEAWEED, KELP","Unspecified Gear","          91,265.5","     201,204,000","       3,090,493"
"1950","SHAD, AMERICAN","Entangling Nets (Gill) Unspc","             573.1","       1,263,400","          82,751"
"1950","SHARK, DOGFISH","Encircling Nets (Purse)","               2.7","           5,900","             602"
"1950","SHARK, DOGFISH","Trawls, Unspecified","              18.4","          40,600","           4,887"
"1950","SHARK, DOGFISH","Pots And Traps, Other","               0.1","             200","              22"
"1950","SHARK, DOGFISH","Entangling Nets (Gill) Unspc","             124.3","         274,000","          35,785"
"1950","SHARK, DOGFISH","Troll & Hand Lines Cmb","              44.5","          98,000","          11,508"
"1950","SHARK, DOGFISH","Brail Or Scoop","               7.2","          15,800","           1,832"
"1950","SHARK, DOGFISH","Harpoons, Other","             128.2","         282,700","           1,414"
"1950","SHEEPHEAD, CALIFORNIA","Encircling Nets (Purse)","               0.1","             300","              21"
"1950","SHEEPHEAD, CALIFORNIA","Pots And Traps, Other","              20.9","          46,100","           3,352"
"1950","SHEEPHEAD, CALIFORNIA","Entangling Nets (Gill) Unspc","               2.5","           5,600","             425"
"1950","SHEEPHEAD, CALIFORNIA","Troll & Hand Lines Cmb","               6.4","          14,200","           1,106"
"1950","SHRIMP, OCEAN","Bag Nets","              93.2","         205,500","          13,216"
"1950","SHRIMP, OCEAN","Beam Trawls, Other","             321.0","         707,700","          45,502"
"1950","SHRIMP, OCEAN","Pots And Traps, Other","               2.6","           5,800","           2,316"
"1950","SKATES","Trawls, Unspecified","              48.0","         105,800","           1,684"
"1950","SKATES","Entangling Nets (Gill) Unspc","               5.4","          11,900","             689"
"1950","SKATES","Troll & Hand Lines Cmb","              16.4","          36,100","             779"
"1950","SMELT, WHITEBAIT","Encircling Nets (Purse)","               5.4","          11,900","           1,224"
"1950","SMELT, WHITEBAIT","Trawls, Unspecified","               3.4","           7,400","             746"
"1950","SMELT, WHITEBAIT","Entangling Nets (Gill) Unspc","               0.2","             400","              37"
"1950","SMELT, WHITEBAIT","Dip Nets, Common","              85.2","         187,900","          17,449"
"1950","SMELTS","Encircling Nets (Purse)","              94.7","         208,800","          12,000"
"1950","SMELTS","Entangling Nets (Gill) Unspc","              56.9","         125,400","           9,247"
"1950","SMELTS","Troll & Hand Lines Cmb","               4.2","           9,300","             629"
"1950","SMELTS","Dip Nets, Common","             111.9","         246,600","          17,718"
"1950","SMELTS","Brail Or Scoop","               0.4","             900","              62"
"1950","SOLES","Trawls, Unspecified","          10,823.4","      23,861,300","       1,153,202"
"1950","SOLES","Entangling Nets (Gill) Unspc","               3.1","           6,900","             429"
"1950","SOLES","Troll & Hand Lines Cmb","              11.2","          24,700","           1,870"
"1950","SPOTTED CABRILLA","Troll & Hand Lines Cmb","             128.6","         283,600","          34,555"
"1950","SQUAWFISHES","Fyke And Hoop Nets, Fish","               0.7","           1,500","             225"
"1950","SQUIDS","Encircling Nets (Purse)","           2,718.9","       5,994,100","         157,074"
"1950","SQUIDS","Entangling Nets (Gill) Unspc","               0.2","             500","              30"
"1950","SQUIDS","Brail Or Scoop","               0.4","             900","              43"
"1950","SURFPERCHES","Encircling Nets (Purse)","              40.5","          89,200","          11,870"
"1950","SURFPERCHES","Trawls, Unspecified","               9.0","          19,900","           2,105"
"1950","SURFPERCHES","Pots And Traps, Other","               0.5","           1,000","             197"
"1950","SURFPERCHES","Entangling Nets (Gill) Unspc","              25.4","          56,100","           6,499"
"1950","SURFPERCHES","Troll & Hand Lines Cmb","              35.3","          77,900","          14,386"
"1950","SURFPERCHES","Dip Nets, Common","               0.5","           1,000","             112"
"1950","SURFPERCHES","Brail Or Scoop","               0.1","             300","              55"
"1950","SWORDFISH","Harpoons, Other","              12.0","          26,500","          12,270"
"1950","TUNA, ALBACORE","Encircling Nets (Purse)","               3.6","           7,900","           1,493"
"1950","TUNA, ALBACORE","Troll & Hand Lines Cmb","          28,004.2","      61,738,100","      11,727,524"
"1950","TUNA, BLUEFIN PACIFIC","Encircling Nets (Purse)","           1,224.5","       2,699,500","         416,307"
"1950","TUNA, BLUEFIN PACIFIC","Troll & Hand Lines Cmb","              17.9","          39,500","           6,011"
"1950","TUNA, SKIPJACK","Encircling Nets (Purse)","           4,715.8","      10,396,400","       1,476,956"
"1950","TUNA, SKIPJACK","Troll & Hand Lines Cmb","          51,764.8","     114,120,600","      16,366,685"
"1950","TUNA, YELLOWFIN","Encircling Nets (Purse)","          15,521.7","      34,219,200","       5,273,689"
"1950","TUNA, YELLOWFIN","Troll & Hand Lines Cmb","          66,748.0","     147,152,700","      22,719,231"
"1950","WHITEFISH, LAKE","Pots And Traps, Other","               1.0","           2,100","             195"
"1950","WHITEFISH, LAKE","Entangling Nets (Gill) Unspc","               0.1","             300","              26"
"1950","WHITEFISH, LAKE","Troll & Hand Lines Cmb","               8.3","          18,200","           1,669"
"1950","YELLOWTAIL JACK","Encircling Nets (Purse)","             961.8","       2,120,400","         185,576"
"1950","YELLOWTAIL JACK","Entangling Nets (Gill) Unspc","               0.6","           1,300","             114"
"1950","YELLOWTAIL JACK","Troll & Hand Lines Cmb","             638.7","       1,408,100","         128,644"
"1951","ABALONES","Diving Outfits, Abalone","             370.5","         816,800","         364,596"
"1951","ANCHOVIES","Encircling Nets (Purse)","           3,154.7","       6,954,900","         143,660"
"1951","BARRACUDAS","Encircling Nets (Purse)","             495.1","       1,091,600","         190,844"
"1951","BARRACUDAS","Entangling Nets (Gill) Unspc","             209.7","         462,400","          71,458"
"1951","BARRACUDAS","Troll & Hand Lines Cmb","             250.7","         552,700","          94,437"
"1951","BONITO, PACIFIC","Encircling Nets (Purse)","             298.7","         658,600","          63,440"
"1951","BONITO, PACIFIC","Entangling Nets (Gill) Unspc","               2.4","           5,400","             477"
"1951","BONITO, PACIFIC","Troll & Hand Lines Cmb","              51.2","         112,800","          10,348"
"1951","CABEZON","Trawls, Unspecified","               5.4","          11,800","             345"
"1951","CABEZON","Pots And Traps, Other","               0.0","             100","               4"
"1951","CABEZON","Entangling Nets (Gill) Unspc","               0.3","             700","              19"
"1951","CABEZON","Troll & Hand Lines Cmb","               5.1","          11,300","             349"
"1951","CARP, COMMON","Encircling Nets (Purse)","             411.5","         907,300","          37,208"
"1951","CARP, COMMON","Fyke And Hoop Nets, Fish","               9.0","          19,900","           3,198"
"1951","CARP, COMMON","Entangling Nets (Gill) Unspc","               2.3","           5,100","             814"
"1951","CATFISHES & BULLHEADS","Fyke And Hoop Nets, Fish","             108.0","         238,100","          50,792"
"1951","CLAMS OR BIVALVES","Shovels","               8.3","          18,400","          19,184"
"1951","CRAB, ATLANTIC ROCK","Pots And Traps, Other","              10.3","          22,600","           1,803"
"1951","CRAB, DUNGENESS","Trawls, Unspecified","              80.5","         177,500","          26,333"
"1951","CRAB, DUNGENESS","Pots And Traps, Other","           5,165.3","      11,387,400","       1,594,541"
"1951","CRAB, DUNGENESS","Entangling Nets (Gill) Unspc","               1.6","           3,500","             672"
"1951","CROAKER, PACIFIC WHITE","Encircling Nets (Purse)","             226.6","         499,600","          31,189"
"1951","CROAKER, PACIFIC WHITE","Trawls, Unspecified","               4.4","           9,600","             617"
"1951","CROAKER, PACIFIC WHITE","Entangling Nets (Gill) Unspc","              34.1","          75,200","           5,819"
"1951","CROAKER, PACIFIC WHITE","Troll & Hand Lines Cmb","              44.2","          97,500","           6,607"
"1951","CROAKER, PACIFIC WHITE","Brail Or Scoop","               0.1","             300","              17"
"1951","FINFISHES, UNC GENERAL","Encircling Nets (Purse)","               0.7","           1,500","             329"
"1951","FINFISHES, UNC GENERAL","Trawls, Unspecified","              26.1","          57,500","           2,500"
"1951","FINFISHES, UNC GENERAL","Fyke And Hoop Nets, Fish","               0.3","             700","             172"
"1951","FINFISHES, UNC GENERAL","Entangling Nets (Gill) Unspc","               2.8","           6,200","           1,149"
"1951","FINFISHES, UNC GENERAL","Troll & Hand Lines Cmb","              45.2","          99,700","          12,674"
"1951","FINFISHES, UNC GENERAL","Brail Or Scoop","               0.0","             100","              12"
"1951","FLATFISH","Beam Trawls, Other","               0.0","             100","               5"
"1951","FLATFISH","Trawls, Unspecified","             772.6","       1,703,300","          88,147"
"1951","FLATFISH","Entangling Nets (Gill) Unspc","               0.6","           1,300","             110"
"1951","FLATFISH","Troll & Hand Lines Cmb","              35.4","          78,000","           7,543"
"1951","FLYINGFISHES","Encircling Nets (Purse)","               1.0","           2,100","             164"
"1951","FLYINGFISHES","Entangling Nets (Gill) Unspc","              23.3","          51,400","           4,053"
"1951","GROUPERS","Encircling Nets (Purse)","               0.0","             100","              12"
"1951","GROUPERS","Troll & Hand Lines Cmb","             264.7","         583,600","         117,337"
"1951","HAKE, PACIFIC (WHITING)","Trawls, Unspecified","              11.3","          25,000","             312"
"1951","HALIBUT, CALIFORNIA","Encircling Nets (Purse)","               4.1","           9,100","           2,028"
"1951","HALIBUT, CALIFORNIA","Trawls, Unspecified","              93.9","         207,100","          47,413"
"1951","HALIBUT, CALIFORNIA","Entangling Nets (Gill) Unspc","             268.0","         590,800","         135,109"
"1951","HALIBUT, CALIFORNIA","Troll & Hand Lines Cmb","              26.7","          58,900","          14,091"
"1951","HALIBUT, PACIFIC","Trawls, Unspecified","              26.2","          57,800","          14,174"
"1951","HALIBUT, PACIFIC","Troll & Hand Lines Cmb","              13.1","          28,900","           6,504"
"1951","HERRING, PACIFIC","Encircling Nets (Purse)","           2,089.0","       4,605,300","          49,906"
"1951","HERRING, PACIFIC","Entangling Nets (Gill) Unspc","             141.7","         312,400","           3,398"
"1951","JACK MACKEREL","Encircling Nets (Purse)","          40,695.0","      89,716,200","       2,013,625"
"1951","JACK MACKEREL","Trawls, Unspecified","               0.5","           1,000","              44"
"1951","JACK MACKEREL","Entangling Nets (Gill) Unspc","               0.0","             100","               3"
"1951","JACK MACKEREL","Troll & Hand Lines Cmb","               0.6","           1,300","              30"
"1951","JACK MACKEREL","Brail Or Scoop","              54.2","         119,500","           2,700"
"1951","LINGCOD","Trawls, Unspecified","             559.8","       1,234,200","         105,676"
"1951","LINGCOD","Pots And Traps, Other","               0.0","             100","               8"
"1951","LINGCOD","Entangling Nets (Gill) Unspc","               0.7","           1,600","             149"
"1951","LINGCOD","Troll & Hand Lines Cmb","             197.9","         436,200","          38,264"
"1951","LOBSTER, CALIFORNIA SPINY","Trawls, Unspecified","               0.2","             500","             147"
"1951","LOBSTER, CALIFORNIA SPINY","Pots And Traps, Other","             367.3","         809,800","         296,050"
"1951","LOBSTER, CALIFORNIA SPINY","Entangling Nets (Gill) Unspc","               6.5","          14,300","           5,670"
"1951","MACKEREL (SCOMBER)","Encircling Nets (Purse)","          12,933.6","      28,513,400","         793,093"
"1951","MACKEREL (SCOMBER)","Entangling Nets (Gill) Unspc","               1.1","           2,400","              85"
"1951","MACKEREL (SCOMBER)","Troll & Hand Lines Cmb","              75.6","         166,700","           5,741"
"1951","MACKEREL (SCOMBER)","Brail Or Scoop","           2,193.5","       4,835,900","         133,229"
"1951","MACKEREL, SPANISH","Troll & Hand Lines Cmb","               8.9","          19,600","           2,273"
"1951","MULLET, STRIPED (LIZA)","Entangling Nets (Gill) Unspc","              48.9","         107,800","           6,924"
"1951","OCTOPUS","Trawls, Unspecified","               6.4","          14,000","             796"
"1951","OCTOPUS","Pots And Traps, Other","               4.1","           9,100","             876"
"1951","OCTOPUS","Troll & Hand Lines Cmb","               2.8","           6,100","             467"
"1951","OYSTER, EASTERN","Rakes, Oyster","              11.3","          25,000","          28,460"
"1951","OYSTER, OLYMPIA","Rakes, Oyster","               1.0","           2,200","           2,804"
"1951","OYSTER, PACIFIC","Rakes, Oyster","               7.3","          16,100","          14,477"
"1951","POMPANO, PACIFIC","Encircling Nets (Purse)","              28.8","          63,600","          21,995"
"1951","POMPANO, PACIFIC","Trawls, Unspecified","               0.3","             600","             303"
"1951","ROCK BASSES, PACIFIC","Encircling Nets (Purse)","               1.4","           3,000","             424"
"1951","ROCK BASSES, PACIFIC","Trawls, Unspecified","               0.1","             300","              32"
"1951","ROCK BASSES, PACIFIC","Pots And Traps, Other","               2.0","           4,300","             619"
"1951","ROCK BASSES, PACIFIC","Entangling Nets (Gill) Unspc","               2.8","           6,200","             725"
"1951","ROCK BASSES, PACIFIC","Troll & Hand Lines Cmb","             124.6","         274,800","          43,767"
"1951","ROCKFISHES","Encircling Nets (Purse)","               0.3","             700","              63"
"1951","ROCKFISHES","Trawls, Unspecified","           3,414.0","       7,526,600","         395,930"
"1951","ROCKFISHES","Entangling Nets (Gill) Unspc","               1.5","           3,300","             242"
"1951","ROCKFISHES","Troll & Hand Lines Cmb","           1,570.1","       3,461,500","         258,411"
"1951","SABLEFISH","Trawls, Unspecified","             402.0","         886,300","          77,771"
"1951","SABLEFISH","Troll & Hand Lines Cmb","             770.6","       1,698,800","         121,589"
"1951","SALMON, CHINOOK","Entangling Nets (Gill) Unspc","             609.3","       1,343,200","         301,877"
"1951","SALMON, CHINOOK","Troll & Hand Lines Cmb","           2,653.3","       5,849,500","       1,671,085"
"1951","SARDINE, PACIFIC","Encircling Nets (Purse)","         149,184.6","     328,892,300","       7,247,465"
"1951","SARDINE, PACIFIC","Entangling Nets (Gill) Unspc","               0.2","             400","               5"
"1951","SCULPINS","Trawls, Unspecified","               0.2","             400","              36"
"1951","SCULPINS","Pots And Traps, Other","               0.0","             100","              20"
"1951","SCULPINS","Entangling Nets (Gill) Unspc","               0.1","             200","              18"
"1951","SCULPINS","Troll & Hand Lines Cmb","              45.7","         100,700","          18,338"
"1951","SEA BASS, GIANT","Encircling Nets (Purse)","               1.9","           4,100","             682"
"1951","SEA BASS, GIANT","Trawls, Unspecified","               0.1","             200","              27"
"1951","SEA BASS, GIANT","Entangling Nets (Gill) Unspc","               8.9","          19,600","           3,184"
"1951","SEA BASS, GIANT","Troll & Hand Lines Cmb","             115.0","         253,600","          41,611"
"1951","SEABASS, WHITE","Encircling Nets (Purse)","              65.4","         144,200","          35,619"
"1951","SEABASS, WHITE","Trawls, Unspecified","               0.9","           2,000","             433"
"1951","SEABASS, WHITE","Entangling Nets (Gill) Unspc","             570.4","       1,257,500","         298,464"
"1951","SEABASS, WHITE","Troll & Hand Lines Cmb","              58.7","         129,300","          30,104"
"1951","SEAWEED, KELP","Unspecified Gear","         104,109.6","     229,520,000","       3,525,427"
"1951","SHAD, AMERICAN","Encircling Nets (Purse)","               0.0","             100","               6"
"1951","SHAD, AMERICAN","Entangling Nets (Gill) Unspc","             274.9","         606,100","          38,365"
"1951","SHARKS","Encircling Nets (Purse)","               4.0","           8,800","           1,022"
"1951","SHARKS","Trawls, Unspecified","              21.0","          46,300","           1,291"
"1951","SHARKS","Pots And Traps, Other","               0.0","             100","               7"
"1951","SHARKS","Entangling Nets (Gill) Unspc","             197.4","         435,100","          56,140"
"1951","SHARKS","Troll & Hand Lines Cmb","              33.3","          73,500","           8,514"
"1951","SHARKS","Brail Or Scoop","               2.3","           5,000","             608"
"1951","SHARKS","Harpoons, Other","             124.1","         273,500","           2,735"
"1951","SHEEPHEAD, CALIFORNIA","Encircling Nets (Purse)","               0.0","             100","               5"
"1951","SHEEPHEAD, CALIFORNIA","Pots And Traps, Other","              20.1","          44,400","           4,028"
"1951","SHEEPHEAD, CALIFORNIA","Entangling Nets (Gill) Unspc","               2.9","           6,500","             571"
"1951","SHEEPHEAD, CALIFORNIA","Troll & Hand Lines Cmb","               4.7","          10,400","             915"
"1951","SHRIMP, OCEAN","Bag Nets","              89.7","         197,700","          13,541"
"1951","SHRIMP, OCEAN","Beam Trawls, Other","             332.8","         733,600","          50,255"
"1951","SHRIMP, OCEAN","Pots And Traps, Other","               1.2","           2,700","           1,078"
"1951","SKATES","Trawls, Unspecified","              33.3","          73,400","           1,286"
"1951","SKATES","Entangling Nets (Gill) Unspc","               2.0","           4,400","             247"
"1951","SKATES","Troll & Hand Lines Cmb","               3.1","           6,800","             329"
"1951","SMELT, WHITEBAIT","Encircling Nets (Purse)","               5.1","          11,200","           1,203"
"1951","SMELT, WHITEBAIT","Trawls, Unspecified","               0.2","             400","              43"
"1951","SMELT, WHITEBAIT","Entangling Nets (Gill) Unspc","               1.7","           3,800","             348"
"1951","SMELT, WHITEBAIT","Dip Nets, Common","              66.5","         146,700","          13,989"
"1951","SMELTS","Encircling Nets (Purse)","             197.3","         434,900","          24,065"
"1951","SMELTS","Trawls, Unspecified","               0.2","             400","              24"
"1951","SMELTS","Entangling Nets (Gill) Unspc","             196.5","         433,200","          29,182"
"1951","SMELTS","Troll & Hand Lines Cmb","               0.4","             900","              57"
"1951","SMELTS","Dip Nets, Common","             101.7","         224,100","          15,104"
"1951","SMELTS","Brail Or Scoop","               0.9","           2,000","             105"
"1951","SOLES","Trawls, Unspecified","           8,256.5","      18,202,300","       1,251,781"
"1951","SOLES","Entangling Nets (Gill) Unspc","               1.7","           3,800","             320"
"1951","SOLES","Troll & Hand Lines Cmb","               8.5","          18,800","           2,056"
"1951","SPOTTED CABRILLA","Troll & Hand Lines Cmb","             177.7","         391,800","          59,314"
"1951","SQUAWFISHES","Encircling Nets (Purse)","               0.3","             700","              22"
"1951","SQUAWFISHES","Fyke And Hoop Nets, Fish","               0.0","             100","               8"
"1951","SQUAWFISHES","Entangling Nets (Gill) Unspc","               0.0","             100","               5"
"1951","SQUIDS","Encircling Nets (Purse)","           5,616.8","      12,382,900","         336,137"
"1951","SURFPERCHES","Encircling Nets (Purse)","              34.6","          76,300","          10,831"
"1951","SURFPERCHES","Trawls, Unspecified","               8.7","          19,200","           2,351"
"1951","SURFPERCHES","Pots And Traps, Other","               0.1","             200","              35"
"1951","SURFPERCHES","Entangling Nets (Gill) Unspc","              45.9","         101,200","          13,173"
"1951","SURFPERCHES","Troll & Hand Lines Cmb","              18.4","          40,600","           8,010"
"1951","SURFPERCHES","Dip Nets, Common","               0.8","           1,700","             228"
"1951","SURFPERCHES","Brail Or Scoop","               0.5","           1,000","             208"
"1951","SWORDFISH","Harpoons, Other","             103.4","         228,000","         100,473"
"1951","TOMCOD, ATLANTIC","Trawls, Unspecified","               0.9","           2,000","             108"
"1951","TUNA, ALBACORE","Encircling Nets (Purse)","               5.7","          12,500","           2,005"
"1951","TUNA, ALBACORE","Troll & Hand Lines Cmb","          14,017.4","      30,902,800","       4,865,358"
"1951","TUNA, BLUEFIN PACIFIC","Encircling Nets (Purse)","           1,749.8","       3,857,500","         603,284"
"1951","TUNA, BLUEFIN PACIFIC","Entangling Nets (Gill) Unspc","               0.2","             400","              62"
